system	model	trans_binder_contacts	cis_binder_contacts	all_binders_trans_engaged	trans_largest_component	hotspot_coverage	hotspots_json	directed_contacts_json	cif_path
bc70_p3_pli_n_g5	seed-1_sample-1	0	139	0	1	0	[]	"{""A->A"": 35, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 34, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 37, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 33}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-1_sample-1/bc70_p3_pli_n_g5_seed-1_sample-1_model.cif
bc70_p3_pli_n_g5	seed-1_sample-2	93	139	1	2	0	[]	"{""A->A"": 35, ""A->B"": 0, ""A->C"": 23, ""A->D"": 0, ""B->A"": 0, ""B->B"": 34, ""B->C"": 0, ""B->D"": 24, ""C->A"": 26, ""C->B"": 0, ""C->C"": 34, ""C->D"": 0, ""D->A"": 0, ""D->B"": 20, ""D->C"": 0, ""D->D"": 36}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-1_sample-2/bc70_p3_pli_n_g5_seed-1_sample-2_model.cif
bc70_p3_pli_n_g5	seed-1_sample-3	80	150	1	2	0	[]	"{""A->A"": 41, ""A->B"": 0, ""A->C"": 0, ""A->D"": 20, ""B->A"": 0, ""B->B"": 36, ""B->C"": 20, ""B->D"": 0, ""C->A"": 0, ""C->B"": 20, ""C->C"": 36, ""C->D"": 0, ""D->A"": 20, ""D->B"": 0, ""D->C"": 0, ""D->D"": 37}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-1_sample-3/bc70_p3_pli_n_g5_seed-1_sample-3_model.cif
bc70_p3_pli_n_g5	seed-1_sample-4	43	162	1	2	0	[]	"{""A->A"": 40, ""A->B"": 0, ""A->C"": 0, ""A->D"": 10, ""B->A"": 0, ""B->B"": 40, ""B->C"": 11, ""B->D"": 0, ""C->A"": 0, ""C->B"": 12, ""C->C"": 41, ""C->D"": 0, ""D->A"": 10, ""D->B"": 0, ""D->C"": 0, ""D->D"": 41}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-1_sample-4/bc70_p3_pli_n_g5_seed-1_sample-4_model.cif
bc70_p3_pli_n_g5	seed-2_sample-0	53	179	1	2	0	[]	"{""A->A"": 45, ""A->B"": 14, ""A->C"": 0, ""A->D"": 0, ""B->A"": 12, ""B->B"": 44, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 45, ""C->D"": 14, ""D->A"": 0, ""D->B"": 0, ""D->C"": 13, ""D->D"": 45}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-2_sample-0/bc70_p3_pli_n_g5_seed-2_sample-0_model.cif
bc70_p3_pli_n_g5	seed-2_sample-1	99	226	1	2	0	[]	"{""A->A"": 54, ""A->B"": 26, ""A->C"": 0, ""A->D"": 0, ""B->A"": 24, ""B->B"": 58, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 59, ""C->D"": 26, ""D->A"": 0, ""D->B"": 0, ""D->C"": 23, ""D->D"": 55}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-2_sample-1/bc70_p3_pli_n_g5_seed-2_sample-1_model.cif
bc70_p3_pli_n_g5	seed-2_sample-2	89	183	1	2	0	[]	"{""A->A"": 48, ""A->B"": 21, ""A->C"": 0, ""A->D"": 0, ""B->A"": 23, ""B->B"": 44, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 45, ""C->D"": 23, ""D->A"": 0, ""D->B"": 0, ""D->C"": 22, ""D->D"": 46}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-2_sample-2/bc70_p3_pli_n_g5_seed-2_sample-2_model.cif
bc70_p3_pli_n_g5	seed-2_sample-3	66	197	1	2	0	[]	"{""A->A"": 50, ""A->B"": 0, ""A->C"": 0, ""A->D"": 17, ""B->A"": 0, ""B->B"": 49, ""B->C"": 16, ""B->D"": 0, ""C->A"": 0, ""C->B"": 17, ""C->C"": 50, ""C->D"": 0, ""D->A"": 16, ""D->B"": 0, ""D->C"": 0, ""D->D"": 48}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-2_sample-3/bc70_p3_pli_n_g5_seed-2_sample-3_model.cif
bc70_p3_pli_n_g5	seed-2_sample-4	47	212	1	2	0	[]	"{""A->A"": 54, ""A->B"": 0, ""A->C"": 0, ""A->D"": 11, ""B->A"": 0, ""B->B"": 51, ""B->C"": 13, ""B->D"": 0, ""C->A"": 0, ""C->B"": 12, ""C->C"": 53, ""C->D"": 0, ""D->A"": 11, ""D->B"": 0, ""D->C"": 0, ""D->D"": 54}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-2_sample-4/bc70_p3_pli_n_g5_seed-2_sample-4_model.cif
bc70_p3_pli_n_g5	seed-3_sample-0	0	112	0	1	0	[]	"{""A->A"": 27, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 27, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 28, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 30}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-3_sample-0/bc70_p3_pli_n_g5_seed-3_sample-0_model.cif
bc70_p3_pli_n_g5	seed-3_sample-1	0	151	0	1	0	[]	"{""A->A"": 40, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 37, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 35, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 39}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-3_sample-1/bc70_p3_pli_n_g5_seed-3_sample-1_model.cif
bc70_p3_pli_n_g5	seed-3_sample-2	0	121	0	1	0	[]	"{""A->A"": 31, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 28, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 31, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 31}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-3_sample-2/bc70_p3_pli_n_g5_seed-3_sample-2_model.cif
bc70_p3_pli_n_g5	seed-3_sample-3	0	134	0	1	0	[]	"{""A->A"": 35, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 32, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 33, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 34}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-3_sample-3/bc70_p3_pli_n_g5_seed-3_sample-3_model.cif
bc70_p3_pli_n_g5	seed-3_sample-4	0	107	0	1	0	[]	"{""A->A"": 25, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 27, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 27, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 28}"	experiments/e13_bindcraft_fusion_screen/out_s1/bc70_p3_pli_n_g5/seed-3_sample-4/bc70_p3_pli_n_g5_seed-3_sample-4_model.cif
bc70_p3_pli_n_g15	seed-1_sample-0	13	148	0	1	0	[]	"{""A->A"": 33, ""A->B"": 0, ""A->C"": 0, ""A->D"": 4, ""B->A"": 0, ""B->B"": 38, ""B->C"": 3, ""B->D"": 0, ""C->A"": 0, ""C->B"": 2, ""C->C"": 38, ""C->D"": 0, ""D->A"": 4, ""D->B"": 0, ""D->C"": 0, ""D->D"": 39}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-1_sample-0/bc70_p3_pli_n_g15_seed-1_sample-0_model.cif
bc70_p3_pli_n_g15	seed-1_sample-1	0	116	0	1	0	[]	"{""A->A"": 27, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 29, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 30, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 30}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-1_sample-1/bc70_p3_pli_n_g15_seed-1_sample-1_model.cif
bc70_p3_pli_n_g15	seed-1_sample-2	0	206	0	1	0	[]	"{""A->A"": 52, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 51, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 51, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 52}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-1_sample-2/bc70_p3_pli_n_g15_seed-1_sample-2_model.cif
bc70_p3_pli_n_g15	seed-1_sample-3	89	138	1	2	0	[]	"{""A->A"": 38, ""A->B"": 0, ""A->C"": 0, ""A->D"": 23, ""B->A"": 0, ""B->B"": 33, ""B->C"": 21, ""B->D"": 0, ""C->A"": 0, ""C->B"": 22, ""C->C"": 34, ""C->D"": 0, ""D->A"": 23, ""D->B"": 0, ""D->C"": 0, ""D->D"": 33}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-1_sample-3/bc70_p3_pli_n_g15_seed-1_sample-3_model.cif
bc70_p3_pli_n_g15	seed-1_sample-4	0	41	0	1	0	[]	"{""A->A"": 12, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 10, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 10, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 9}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-1_sample-4/bc70_p3_pli_n_g15_seed-1_sample-4_model.cif
bc70_p3_pli_n_g15	seed-2_sample-0	111	105	1	2	0	[]	"{""A->A"": 24, ""A->B"": 27, ""A->C"": 0, ""A->D"": 0, ""B->A"": 28, ""B->B"": 25, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 29, ""C->D"": 27, ""D->A"": 0, ""D->B"": 0, ""D->C"": 29, ""D->D"": 27}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-2_sample-0/bc70_p3_pli_n_g15_seed-2_sample-0_model.cif
bc70_p3_pli_n_g15	seed-2_sample-1	131	134	1	2	2	[99, 155]	"{""A->A"": 23, ""A->B"": 43, ""A->C"": 0, ""A->D"": 0, ""B->A"": 40, ""B->B"": 25, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 42, ""C->D"": 24, ""D->A"": 0, ""D->B"": 0, ""D->C"": 24, ""D->D"": 44}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-2_sample-1/bc70_p3_pli_n_g15_seed-2_sample-1_model.cif
bc70_p3_pli_n_g15	seed-2_sample-2	85	45	1	2	0	[]	"{""A->A"": 12, ""A->B"": 21, ""A->C"": 0, ""A->D"": 0, ""B->A"": 22, ""B->B"": 12, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 10, ""C->D"": 21, ""D->A"": 0, ""D->B"": 0, ""D->C"": 21, ""D->D"": 11}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-2_sample-2/bc70_p3_pli_n_g15_seed-2_sample-2_model.cif
bc70_p3_pli_n_g15	seed-2_sample-3	0	319	0	1	0	[]	"{""A->A"": 76, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 88, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 77, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 78}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-2_sample-3/bc70_p3_pli_n_g15_seed-2_sample-3_model.cif
bc70_p3_pli_n_g15	seed-2_sample-4	69	128	1	2	0	[]	"{""A->A"": 32, ""A->B"": 18, ""A->C"": 0, ""A->D"": 0, ""B->A"": 17, ""B->B"": 31, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 33, ""C->D"": 17, ""D->A"": 0, ""D->B"": 0, ""D->C"": 17, ""D->D"": 32}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-2_sample-4/bc70_p3_pli_n_g15_seed-2_sample-4_model.cif
bc70_p3_pli_n_g15	seed-3_sample-0	0	180	0	1	0	[]	"{""A->A"": 47, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 45, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 44, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 44}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-3_sample-0/bc70_p3_pli_n_g15_seed-3_sample-0_model.cif
bc70_p3_pli_n_g15	seed-3_sample-1	0	154	0	1	0	[]	"{""A->A"": 38, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 39, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 36, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 41}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-3_sample-1/bc70_p3_pli_n_g15_seed-3_sample-1_model.cif
bc70_p3_pli_n_g15	seed-3_sample-2	0	184	0	1	0	[]	"{""A->A"": 46, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 46, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 48, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 44}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-3_sample-2/bc70_p3_pli_n_g15_seed-3_sample-2_model.cif
bc70_p3_pli_n_g15	seed-3_sample-3	186	140	1	4	0	[]	"{""A->A"": 35, ""A->B"": 0, ""A->C"": 0, ""A->D"": 45, ""B->A"": 44, ""B->B"": 35, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 49, ""C->C"": 35, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 48, ""D->D"": 35}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-3_sample-3/bc70_p3_pli_n_g15_seed-3_sample-3_model.cif
bc70_p3_pli_n_g15	seed-3_sample-4	0	125	0	1	0	[]	"{""A->A"": 29, ""A->B"": 0, ""A->C"": 0, ""A->D"": 0, ""B->A"": 0, ""B->B"": 33, ""B->C"": 0, ""B->D"": 0, ""C->A"": 0, ""C->B"": 0, ""C->C"": 32, ""C->D"": 0, ""D->A"": 0, ""D->B"": 0, ""D->C"": 0, ""D->D"": 31}"	experiments/e13_bindcraft_fusion_screen/out_s2/bc70_p3_pli_n_g15/seed-3_sample-4/bc70_p3_pli_n_g15_seed-3_sample-4_model.cif
bc70_p3_n_g15	seed-1_sample-0	253	159	1	4	0	[]	"{""A->A"": 59, ""A->B"": 23, ""A->C"": 0, ""A->D"": 24, ""B->A"": 22, ""B->B"": 57, ""B->C"": 23, ""B->D"": 0, ""C->A"": 26, ""C->B"": 0, ""C->C"": 22, ""C->D"": 55, ""D->A"": 0, ""D->B"": 24, ""D->C"": 56, ""D->D"": 21}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-1_sample-0/bc70_p3_n_g15_seed-1_sample-0_model.cif
bc70_p3_n_g15	seed-1_sample-1	149	174	1	4	0	[]	"{""A->A"": 41, ""A->B"": 15, ""A->C"": 0, ""A->D"": 23, ""B->A"": 15, ""B->B"": 45, ""B->C"": 21, ""B->D"": 0, ""C->A"": 0, ""C->B"": 21, ""C->C"": 44, ""C->D"": 16, ""D->A"": 23, ""D->B"": 0, ""D->C"": 15, ""D->D"": 44}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-1_sample-1/bc70_p3_n_g15_seed-1_sample-1_model.cif
bc70_p3_n_g15	seed-1_sample-2	197	2	1	4	0	[]	"{""A->A"": 0, ""A->B"": 31, ""A->C"": 0, ""A->D"": 16, ""B->A"": 36, ""B->B"": 1, ""B->C"": 17, ""B->D"": 0, ""C->A"": 0, ""C->B"": 17, ""C->C"": 1, ""C->D"": 33, ""D->A"": 16, ""D->B"": 0, ""D->C"": 31, ""D->D"": 0}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-1_sample-2/bc70_p3_n_g15_seed-1_sample-2_model.cif
bc70_p3_n_g15	seed-1_sample-3	192	0	1	4	0	[]	"{""A->A"": 0, ""A->B"": 30, ""A->C"": 20, ""A->D"": 0, ""B->A"": 30, ""B->B"": 0, ""B->C"": 0, ""B->D"": 17, ""C->A"": 14, ""C->B"": 0, ""C->C"": 0, ""C->D"": 30, ""D->A"": 0, ""D->B"": 17, ""D->C"": 34, ""D->D"": 0}"	experiments/e13_bindcraft_fusion_screen/out_s3/bc70_p3_n_g15/seed-1_sample-3/bc70_p3_n_g15_seed-1_sample-3_model.cif
