seed	model	iptm	weakest_chain	interface_pae_a	min_ova_plddt	full_connected	has_clash	confidence_pass	observed_ss_bonds	native_c74_c121_bonds	unexpected_ss_bonds	chemically_clean_ring	joint_pass	cif_path
5	seed-5_sample-1	0.79	0.78	1.8450000000000002	89.27051811020608	1	0	1	8	4	0	0	0	experiments/e40_ss3_ai03_reseed/out_s1/ova_body_ss3_ai03_reseed/seed-5_sample-1/ova_body_ss3_ai03_reseed_seed-5_sample-1_model.cif
5	seed-5_sample-2	0.77	0.76	1.915	88.81137296449334	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s1/ova_body_ss3_ai03_reseed/seed-5_sample-2/ova_body_ss3_ai03_reseed_seed-5_sample-2_model.cif
5	seed-5_sample-3	0.79	0.79	1.87	88.7896115495751	1	0	1	8	4	0	0	0	experiments/e40_ss3_ai03_reseed/out_s1/ova_body_ss3_ai03_reseed/seed-5_sample-3/ova_body_ss3_ai03_reseed_seed-5_sample-3_model.cif
5	seed-5_sample-4	0.8	0.79	1.8050000000000002	88.91940402490488	1	0	1	8	4	0	0	0	experiments/e40_ss3_ai03_reseed/out_s1/ova_body_ss3_ai03_reseed/seed-5_sample-4/ova_body_ss3_ai03_reseed_seed-5_sample-4_model.cif
6	seed-6_sample-0	0.69	0.69	2.8	88.05896362739523	1	0	1	8	4	0	0	0	experiments/e40_ss3_ai03_reseed/out_s2/ova_body_ss3_ai03_reseed/seed-6_sample-0/ova_body_ss3_ai03_reseed_seed-6_sample-0_model.cif
6	seed-6_sample-1	0.67	0.67	2.995	88.07313453595255	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s2/ova_body_ss3_ai03_reseed/seed-6_sample-1/ova_body_ss3_ai03_reseed_seed-6_sample-1_model.cif
6	seed-6_sample-2	0.69	0.68	2.91	87.42829022382826	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s2/ova_body_ss3_ai03_reseed/seed-6_sample-2/ova_body_ss3_ai03_reseed_seed-6_sample-2_model.cif
6	seed-6_sample-3	0.69	0.69	2.8	88.26173572836763	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s2/ova_body_ss3_ai03_reseed/seed-6_sample-3/ova_body_ss3_ai03_reseed_seed-6_sample-3_model.cif
6	seed-6_sample-4	0.7	0.69	2.78	88.33344564289627	1	0	1	8	4	0	0	0	experiments/e40_ss3_ai03_reseed/out_s2/ova_body_ss3_ai03_reseed/seed-6_sample-4/ova_body_ss3_ai03_reseed_seed-6_sample-4_model.cif
7	seed-7_sample-0	0.76	0.76	1.915	89.23803116991112	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s3/ova_body_ss3_ai03_reseed/seed-7_sample-0/ova_body_ss3_ai03_reseed_seed-7_sample-0_model.cif
7	seed-7_sample-1	0.76	0.76	1.915	88.75733143307384	1	0	1	8	4	0	0	0	experiments/e40_ss3_ai03_reseed/out_s3/ova_body_ss3_ai03_reseed/seed-7_sample-1/ova_body_ss3_ai03_reseed_seed-7_sample-1_model.cif
7	seed-7_sample-2	0.76	0.76	1.93	89.3098962418156	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s3/ova_body_ss3_ai03_reseed/seed-7_sample-2/ova_body_ss3_ai03_reseed_seed-7_sample-2_model.cif
7	seed-7_sample-3	0.77	0.76	1.88	88.59764239454516	1	0	1	8	4	0	0	0	experiments/e40_ss3_ai03_reseed/out_s3/ova_body_ss3_ai03_reseed/seed-7_sample-3/ova_body_ss3_ai03_reseed_seed-7_sample-3_model.cif
7	seed-7_sample-4	0.76	0.75	1.9449999999999998	89.18067350041682	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s3/ova_body_ss3_ai03_reseed/seed-7_sample-4/ova_body_ss3_ai03_reseed_seed-7_sample-4_model.cif
8	seed-8_sample-0	0.74	0.74	2.455	88.19839376736181	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s4/ova_body_ss3_ai03_reseed/seed-8_sample-0/ova_body_ss3_ai03_reseed_seed-8_sample-0_model.cif
8	seed-8_sample-1	0.73	0.72	2.495	88.72186536245395	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s4/ova_body_ss3_ai03_reseed/seed-8_sample-1/ova_body_ss3_ai03_reseed_seed-8_sample-1_model.cif
8	seed-8_sample-2	0.73	0.73	2.4050000000000002	88.86546637974872	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s4/ova_body_ss3_ai03_reseed/seed-8_sample-2/ova_body_ss3_ai03_reseed_seed-8_sample-2_model.cif
8	seed-8_sample-3	0.74	0.74	2.265	88.47709842543527	1	0	1	8	4	0	0	0	experiments/e40_ss3_ai03_reseed/out_s4/ova_body_ss3_ai03_reseed/seed-8_sample-3/ova_body_ss3_ai03_reseed_seed-8_sample-3_model.cif
8	seed-8_sample-4	0.73	0.73	2.435	88.11448184196196	1	0	1	12	4	0	1	1	experiments/e40_ss3_ai03_reseed/out_s4/ova_body_ss3_ai03_reseed/seed-8_sample-4/ova_body_ss3_ai03_reseed_seed-8_sample-4_model.cif
